Day_of_Month,Month,year,Airline,Origin,Destination,Departure_Delay,Arrival_Delay,Cancelled,Rain_at_Origin,Rain_at_Dest,Incentive_Pay,Time_in_Air
27,12,2012,United,ORD,BOS,28,18,0,0,0,1,100
5,6,2012,United,ORD,EWR,4,18,0,0,0,0,98
10,8,2012,United,LAX,SFO,130,128,0,0,0,0,51
7,7,2012,United,ORD,EWR,118,120,0,0,0,0,93
29,8,2012,United,LAX,ORD,0,4,0,1,0,0,217
3,4,2012,United,SFO,ORD,1,-9,0,0,0,0,220
7,11,2012,United,ORD,LAX,27,1,0,1,0,1,199
4,5,2012,United,EWR,ORD,0,-16,0,0,0,0,108
9,11,2012,United,LAX,EWR,-2,-12,0,0,1,1,276
15,6,2012,United,SFO,LAS,64,66,0,0,0,0,67
19,4,2012,United,SFO,ORD,35,72,0,0,1,0,254
5,7,2012,United,LAX,SFO,,,1,0,1,0,
24,4,2012,United,BOS,SFO,0,8,0,1,0,0,344
21,11,2012,United,LAX,DEN,3,-4,0,0,0,1,101
14,2,2012,United,LAX,ORD,27,30,0,1,0,0,199
19,7,2012,United,LAX,DEN,12,6,0,0,0,0,102
8,2,2012,United,LAX,SFO,3,-10,0,0,0,0,52
9,11,2012,United,SFO,LAS,13,4,0,0,0,1,59
25,9,2012,United,ORD,BOS,0,-25,0,1,0,0,96
22,9,2012,United,ORD,LAX,0,6,0,1,0,0,230
10,8,2012,United,LAX,LAS,12,10,0,0,0,0,42
12,10,2012,United,LAX,ORD,-2,-24,0,0,0,1,190
7,6,2012,United,SFO,LAX,,,1,0,0,0,
25,2,2012,United,SFO,LAX,114,112,0,1,1,0,54
5,5,2012,United,LAX,SFO,,,1,0,0,0,
17,2,2012,United,EWR,SFO,11,34,0,0,1,0,347
24,4,2012,United,SFO,EWR,2,20,0,0,0,0,303
9,5,2012,United,SFO,BOS,0,-3,0,0,1,0,308
1,3,2012,United,LAX,JFK,,,1,0,0,0,
26,5,2012,United,ORD,DFW,0,25,0,0,1,0,125
15,8,2012,United,LAX,DEN,,,1,0,0,0,
29,8,2012,United,ORD,SFO,28,19,0,0,1,0,226
7,11,2012,United,SFO,LAX,-2,-11,0,0,0,1,54
9,3,2012,United,LAS,LAX,0,6,0,1,1,0,44
10,7,2012,United,SFO,LAX,50,60,0,0,0,0,62
20,6,2012,United,ORD,ATL,38,73,0,0,0,0,86
25,12,2012,United,JFK,SFO,3,-20,0,0,0,1,335
25,7,2012,United,LAX,BOS,,,1,0,0,0,
5,12,2012,United,SFO,LAS,12,14,0,0,0,1,72
28,12,2012,United,LAS,DEN,-2,-9,0,0,0,1,85
27,10,2012,United,LAX,BOS,-2,3,0,1,0,1,289
9,2,2012,United,ORD,LAS,3,7,0,0,0,0,208
21,6,2012,United,SFO,LAS,2,6,0,0,0,0,60
22,11,2012,United,SFO,LAX,-2,-1,0,1,0,1,54
29,12,2012,United,SFO,LAX,2,-10,0,0,0,1,55
12,12,2012,United,ORD,ATL,4,13,0,0,1,1,79
15,6,2012,United,ORD,ATL,38,32,0,1,0,0,82
30,5,2012,United,SFO,LAX,0,-4,0,0,0,0,54
9,11,2012,United,ORD,DFW,16,21,0,1,0,1,119
16,2,2012,United,EWR,ORD,3,10,0,0,0,0,121
25,1,2012,United,LAS,SFO,0,0,0,0,1,0,72
23,3,2012,United,LAS,LAX,25,34,0,0,0,0,42
29,6,2012,United,LAX,SFO,21,19,0,0,0,0,57
20,4,2012,United,LAS,ORD,2,-1,0,0,1,0,175
27,3,2012,United,JFK,LAX,0,-23,0,1,0,0,318
4,8,2012,United,ORD,SFO,54,90,0,0,0,0,273
10,7,2012,United,ORD,LAX,4,46,0,0,0,0,215
26,7,2012,United,SFO,JFK,7,16,0,0,1,0,293
16,3,2012,United,ORD,ATL,0,2,0,1,1,0,86
20,11,2012,United,ORD,LAX,49,45,0,0,0,1,226
26,9,2012,United,JFK,SFO,1,-4,0,1,0,0,327
4,5,2012,United,BOS,ORD,0,-16,0,0,0,0,128
31,5,2012,United,ORD,DEN,0,8,0,0,0,0,126
6,4,2012,United,ORD,LAX,24,26,0,0,0,0,239
2,5,2012,United,LAS,SFO,0,1,0,0,1,0,67
25,4,2012,United,LAX,DEN,0,15,0,0,0,0,104
3,4,2012,United,LAS,SFO,0,-14,0,0,0,0,66
5,5,2012,United,ORD,SFO,5,55,0,0,0,0,245
24,8,2012,United,SFO,DEN,30,23,0,0,0,0,117
16,8,2012,United,LAX,DEN,0,15,0,0,0,0,133
26,10,2012,United,ORD,DEN,-2,1,0,0,0,1,115
20,12,2012,United,EWR,DEN,161,141,0,0,0,1,214
16,8,2012,United,ORD,EWR,20,19,0,0,1,0,93
19,10,2012,United,LAX,SFO,27,22,0,0,1,1,53
3,5,2012,United,LAS,LAX,3,-8,0,0,0,0,43
3,1,2012,United,BOS,ORD,78,104,0,1,0,0,157
11,4,2012,United,SFO,LAX,0,14,0,0,0,0,58
18,1,2012,United,ORD,LAX,4,26,0,0,1,0,261
27,1,2012,United,LAX,SFO,1,-4,0,0,0,0,55
23,6,2012,United,ORD,BOS,0,6,0,0,1,0,114
14,8,2012,United,LAS,SFO,72,65,0,0,0,0,57
4,4,2012,United,LAX,SFO,119,114,0,0,0,0,51
14,3,2012,United,LAX,LAS,84,86,0,0,0,0,45
5,5,2012,United,LAX,SFO,,,1,0,0,0,
21,11,2012,United,LAX,DFW,12,-1,0,0,0,1,143
24,2,2012,United,BOS,LAX,11,7,0,1,0,0,352
17,11,2012,United,JFK,SFO,-2,-10,0,0,0,1,338
2,10,2012,United,ORD,BOS,-1,-6,0,0,0,1,107
24,5,2012,United,JFK,SFO,2,90,0,1,0,0,380
4,1,2012,United,SFO,LAX,,,1,0,0,0,
5,1,2012,United,ORD,DFW,12,4,0,0,0,0,115
19,9,2012,United,ORD,ATL,16,23,0,0,0,0,88
1,8,2012,United,SFO,EWR,88,112,0,0,1,0,323
23,3,2012,United,BOS,LAX,0,-17,0,0,0,0,340
28,3,2012,United,SFO,DEN,0,-3,0,0,0,0,113
24,10,2012,United,SFO,LAX,-2,-3,0,0,0,1,50
25,1,2012,United,SFO,LAS,0,-5,0,1,0,0,61
3,5,2012,United,ORD,LAX,,,1,0,0,0,
21,9,2012,United,ORD,BOS,28,58,0,1,1,0,104
11,8,2012,United,SFO,DEN,2,-1,0,0,0,0,116
13,12,2012,United,ORD,DEN,123,155,0,0,0,1,125
17,7,2012,United,JFK,LAX,0,14,0,0,0,0,323
16,2,2012,United,ORD,SFO,7,15,0,0,1,0,255
26,6,2012,United,LAS,LAX,0,-7,0,0,0,0,41
17,2,2012,United,LAS,LAX,3,5,0,1,1,0,44
5,7,2012,United,ORD,EWR,36,16,0,1,1,0,94
15,2,2012,United,ORD,DFW,0,-1,0,0,0,0,118
31,1,2012,United,ORD,ATL,0,-12,0,0,0,0,92
30,6,2012,United,ORD,DEN,6,24,0,0,0,0,119
10,5,2012,United,LAX,SFO,0,-1,0,0,1,0,55
7,7,2012,United,LAX,DFW,6,1,0,0,0,0,160
20,1,2012,United,ORD,LAX,146,172,0,0,0,0,242
16,11,2012,United,LAS,ORD,0,-18,0,0,0,1,181
9,2,2012,United,BOS,DEN,1,3,0,0,0,0,251
21,8,2012,United,LAX,SFO,6,-7,0,0,0,0,54
1,6,2012,United,JFK,LAX,20,26,0,0,0,0,320
11,5,2012,United,SFO,ORD,,,1,0,0,0,
11,5,2012,United,ORD,LAX,1,88,0,0,0,0,247
12,9,2012,United,ORD,BOS,21,23,0,1,0,0,102
7,8,2012,United,SFO,EWR,0,-4,0,1,1,0,281
13,6,2012,United,LAS,LAX,2,-12,0,0,0,0,37
12,12,2012,United,ORD,DFW,-1,13,0,0,0,1,131
29,8,2012,United,LAX,SFO,,,1,1,1,0,
23,10,2012,United,LAS,DEN,19,20,0,1,0,1,88
22,6,2012,United,SFO,LAX,0,22,0,0,0,0,61
25,8,2012,United,JFK,LAX,0,-31,0,0,0,0,302
4,4,2012,United,LAX,ORD,7,4,0,0,0,0,210
24,1,2012,United,SFO,LAS,113,119,0,1,0,0,60
7,12,2012,United,JFK,LAX,3,3,0,0,0,1,338
8,2,2012,United,EWR,LAX,75,76,0,0,0,0,306
23,6,2012,United,SFO,EWR,3,17,0,0,0,0,277
19,1,2012,United,LAS,SFO,35,67,0,0,1,0,107
2,3,2012,United,ORD,EWR,0,-14,0,0,0,0,88
10,2,2012,United,SFO,ORD,0,38,0,1,0,0,199
8,12,2012,United,ORD,DEN,-2,0,0,0,0,1,127
9,2,2012,United,LAX,MCO,0,-6,0,0,0,0,236
19,4,2012,United,ORD,EWR,,,1,1,1,0,
17,11,2012,United,SFO,LAS,6,2,0,0,0,1,69
6,4,2012,United,EWR,LAX,0,9,0,0,0,0,331
3,3,2012,United,SFO,EWR,0,14,0,0,0,0,302
1,3,2012,United,LAS,DEN,0,-2,0,1,0,0,84
7,7,2012,United,EWR,LAX,1,-14,0,0,0,0,293
7,1,2012,United,SFO,LAX,,,1,0,0,0,
3,1,2012,United,ORD,DEN,0,14,0,0,0,0,129
9,8,2012,United,ORD,DEN,105,93,0,0,0,0,110
9,10,2012,United,LAS,ORD,-1,-5,0,0,0,1,178
25,10,2012,United,SFO,JFK,-2,21,0,1,0,1,308
22,12,2012,United,SFO,ORD,56,48,0,0,0,1,195
7,1,2012,United,BOS,LAX,0,7,0,0,0,0,360
29,6,2012,United,ORD,ATL,33,36,0,0,1,0,85
23,2,2012,United,LAX,DFW,0,-9,0,1,0,0,144
10,7,2012,United,LAX,LAS,6,2,0,0,0,0,42
30,10,2012,United,LAX,JFK,6,9,0,1,0,1,288
18,1,2012,United,SFO,LAX,91,89,0,1,1,0,52
8,11,2012,United,ORD,EWR,6,-3,0,0,0,1,90
27,7,2012,United,LAX,SFO,28,20,0,0,0,0,51
12,5,2012,United,SFO,LAX,0,-4,0,0,0,0,53
3,8,2012,United,LAX,SFO,46,50,0,0,0,0,51
20,1,2012,United,ORD,MIA,27,27,0,0,1,0,144
7,12,2012,United,ORD,MCO,47,35,0,0,0,1,124
24,2,2012,United,LAX,ORD,5,6,0,0,1,0,198
30,6,2012,United,ORD,BOS,26,49,0,0,1,0,122
26,9,2012,United,ORD,BOS,0,20,0,0,0,0,133
20,12,2012,United,LAX,DEN,-1,-2,0,0,0,1,110
28,9,2012,United,EWR,ORD,3,24,0,0,0,0,104
24,1,2012,United,SFO,BOS,55,33,0,1,0,0,288
18,10,2012,United,JFK,SFO,-2,-19,0,1,0,1,326
20,1,2012,United,LAS,SFO,11,11,0,0,1,0,70
11,7,2012,United,SFO,LAX,4,-3,0,0,0,0,54
16,11,2012,United,ORD,MCO,64,52,0,0,0,1,119
29,9,2012,United,SFO,LAX,44,53,0,0,0,0,60
22,3,2012,United,LAX,SFO,0,-9,0,0,0,0,55
1,6,2012,United,LAX,DFW,5,-10,0,0,0,0,150
18,5,2012,United,LAX,SFO,4,1,0,0,0,0,53
23,3,2012,United,SFO,EWR,0,12,0,0,0,0,297
25,1,2012,United,EWR,SFO,,,1,0,1,0,
10,8,2012,United,JFK,SFO,69,67,0,0,0,0,316
6,9,2012,United,ORD,ATL,30,56,0,0,0,0,123
19,1,2012,United,EWR,LAX,0,9,0,0,0,0,341
9,6,2012,United,EWR,LAX,0,5,0,0,0,0,309
19,4,2012,United,ORD,DEN,11,17,0,1,0,0,133
29,11,2012,United,SFO,DEN,5,-3,0,1,0,1,108
6,10,2012,United,LAS,ORD,-2,-22,0,0,1,1,162
10,10,2012,United,SFO,LAX,,,1,1,0,1,
14,2,2012,United,ORD,ATL,0,-11,0,0,1,0,80
9,10,2012,United,ORD,ATL,-2,-19,0,0,0,1,79
21,6,2012,United,LAX,JFK,6,-9,0,0,1,0,275
15,8,2012,United,SFO,EWR,7,9,0,0,1,0,301
17,11,2012,United,ORD,EWR,21,15,0,0,0,1,85
9,2,2012,United,SFO,LAS,43,47,0,0,0,0,62
30,8,2012,United,LAX,JFK,0,-11,0,0,0,0,288
22,5,2012,United,SFO,LAS,19,22,0,0,0,0,69
27,1,2012,United,SFO,LAS,0,1,0,0,1,0,66
22,9,2012,United,EWR,ORD,28,34,0,0,1,0,126
9,11,2012,United,EWR,ORD,-2,-7,0,1,1,1,107
17,2,2012,United,LAS,LAX,4,-4,0,1,1,0,47
25,7,2012,United,LAS,DEN,0,-10,0,0,0,0,80
21,1,2012,United,LAS,DEN,15,7,0,0,0,0,72
2,6,2012,United,ORD,SFO,29,24,0,0,0,0,237
8,9,2012,United,LAX,MCO,10,14,0,0,1,0,264
15,11,2012,United,LAS,LAX,39,38,0,0,0,1,46
26,5,2012,United,BOS,SFO,4,52,0,1,1,0,360
17,1,2012,United,SFO,LAX,,,1,1,1,0,
31,5,2012,United,BOS,ORD,0,13,0,0,0,0,119
13,9,2012,United,SFO,DEN,15,45,0,0,0,0,120
5,1,2012,United,EWR,SFO,52,48,0,1,0,0,332
1,2,2012,United,ORD,SFO,0,-22,0,0,1,0,234
8,9,2012,United,LAX,DEN,18,9,0,0,0,0,106
17,11,2012,United,JFK,LAX,-2,-5,0,0,0,1,333
3,4,2012,United,SFO,LAX,0,4,0,0,0,0,54
1,6,2012,United,JFK,SFO,1,-13,0,0,0,0,324
19,5,2012,United,BOS,SFO,29,27,0,1,0,0,335
6,11,2012,United,ORD,LAS,94,66,0,0,0,1,177
7,4,2012,United,LAX,DEN,0,-7,0,0,0,0,106
10,2,2012,United,LAX,LAS,18,24,0,1,0,0,38
12,6,2012,United,LAX,JFK,45,53,0,0,1,0,293
20,7,2012,United,LAX,DEN,10,7,0,0,0,0,102
28,6,2012,United,EWR,ORD,,,1,1,1,0,
21,2,2012,United,BOS,ORD,0,-4,0,0,0,0,137
22,11,2012,United,LAX,DEN,9,25,0,0,0,1,109
10,10,2012,United,JFK,LAX,-2,14,0,0,0,1,338
26,5,2012,United,LAX,SFO,62,63,0,0,1,0,55
4,9,2012,United,ORD,LAX,3,6,0,0,0,0,231
11,1,2012,United,ORD,MIA,0,-9,0,0,1,0,142
2,3,2012,United,SFO,LAS,21,18,0,1,0,0,67
8,5,2012,United,SFO,BOS,1,7,0,1,0,0,300
26,6,2012,United,LAX,DEN,,,1,0,1,0,
10,5,2012,United,JFK,SFO,0,36,0,1,1,0,365
11,7,2012,United,LAX,LAS,24,9,0,0,0,0,42
25,5,2012,United,ORD,DEN,12,0,0,0,1,0,119
20,1,2012,United,LAX,EWR,1,-26,0,0,0,0,258
1,5,2012,United,LAS,LAX,0,-7,0,0,0,0,42
30,3,2012,United,BOS,ORD,21,29,0,1,0,0,138
25,4,2012,United,LAS,DEN,0,4,0,0,0,0,86
16,3,2012,United,JFK,LAX,0,15,0,1,0,0,331
25,7,2012,United,LAX,ORD,4,1,0,0,0,0,212
14,1,2012,United,LAX,SFO,0,-23,0,0,0,0,52
26,7,2012,United,SFO,LAX,0,15,0,0,0,0,61
6,6,2012,United,ORD,DEN,0,-4,0,1,0,0,118
20,1,2012,United,ORD,MCO,0,-14,0,0,0,0,113
14,3,2012,United,LAX,JFK,0,-3,0,0,0,0,275
13,4,2012,United,ORD,SFO,54,47,0,0,1,0,245
16,8,2012,United,LAS,LAX,3,-4,0,0,0,0,44
26,7,2012,United,LAX,JFK,1,2,0,0,1,0,295
1,6,2012,United,LAX,SFO,0,-11,0,0,0,0,52
28,9,2012,United,LAX,SFO,77,100,0,0,0,0,79
27,11,2012,United,LAS,DEN,-2,-7,0,0,0,1,85
9,6,2012,United,LAX,SFO,15,11,0,0,0,0,52
12,5,2012,United,JFK,SFO,0,3,0,1,0,0,349
11,1,2012,United,LAX,ORD,0,-22,0,0,0,0,192
16,3,2012,United,LAS,SFO,1,-1,0,0,0,0,70
30,8,2012,United,EWR,ORD,3,-1,0,0,0,0,112
21,4,2012,United,SFO,DEN,0,-10,0,0,0,0,112
28,9,2012,United,EWR,SFO,15,54,0,0,0,0,333
29,6,2012,United,ORD,MCO,14,35,0,0,0,0,130
17,3,2012,United,JFK,LAX,0,-21,0,1,0,0,316
1,8,2012,United,ORD,LAS,145,119,0,0,0,0,177
24,2,2012,United,LAX,JFK,0,-4,0,0,0,0,272
25,10,2012,United,SFO,EWR,1,0,0,1,0,1,298
22,9,2012,United,LAX,LAS,0,-14,0,0,0,0,41
14,1,2012,United,ORD,SFO,13,13,0,0,0,0,250
23,8,2012,United,LAS,LAX,5,2,0,1,0,0,43
18,10,2012,United,LAX,SFO,26,73,0,0,0,1,78
27,9,2012,United,ORD,LAX,1,-10,0,0,0,0,228
4,7,2012,United,ORD,LAX,0,6,0,0,0,0,231
2,11,2012,United,ORD,LAX,12,6,0,0,0,1,241
3,7,2012,United,LAS,DEN,19,13,0,0,0,0,78
30,3,2012,United,LAX,SFO,0,-8,0,0,0,0,59
16,3,2012,United,SFO,EWR,3,7,0,0,0,0,282
2,2,2012,United,LAX,SFO,0,-3,0,0,0,0,48
6,7,2012,United,LAX,DEN,11,2,0,0,0,0,100
5,1,2012,United,LAX,ORD,0,-15,0,0,0,0,201
26,10,2012,United,JFK,LAX,4,21,0,0,1,1,323
29,6,2012,United,ORD,EWR,236,240,0,0,0,0,97
28,11,2012,United,LAX,MIA,3,4,0,0,0,1,261
3,5,2012,United,LAX,JFK,1,34,0,0,0,0,302
16,11,2012,United,SFO,BOS,0,-14,0,1,0,1,298
8,6,2012,United,ORD,ATL,23,34,0,0,0,0,80
14,12,2012,United,ORD,DFW,8,0,0,0,0,1,126
20,11,2012,United,LAX,SFO,6,-9,0,0,0,1,51
20,12,2012,United,LAX,DEN,10,9,0,0,0,1,108
17,10,2012,United,EWR,ORD,,,1,1,1,1,
17,3,2012,United,LAX,EWR,0,7,0,0,1,0,290
17,3,2012,United,JFK,SFO,8,-9,0,1,0,0,334
19,7,2012,United,EWR,ORD,4,24,0,1,1,0,120
19,10,2012,United,SFO,LAX,96,96,0,1,0,1,59
5,12,2012,United,LAX,DEN,-2,-21,0,0,0,1,102
30,10,2012,United,SFO,MIA,3,0,0,1,0,1,288
26,12,2012,United,ORD,SFO,62,29,0,0,0,1,225
21,8,2012,United,JFK,SFO,13,17,0,0,0,0,345
18,1,2012,United,LAX,SFO,7,-3,0,1,1,0,50
12,9,2012,United,SFO,JFK,0,23,0,0,1,0,315
25,1,2012,United,LAX,ORD,0,-7,0,1,0,0,191
27,9,2012,United,LAX,SFO,17,11,0,0,0,0,54
27,3,2012,United,LAS,DEN,7,5,0,0,0,0,80
29,12,2012,United,ORD,LAX,1,16,0,0,0,1,213
7,4,2012,United,SFO,LAS,0,2,0,0,0,0,67
7,12,2012,United,ORD,DEN,92,114,0,0,0,1,130
21,8,2012,United,LAX,LAS,1,-3,0,0,0,0,41
4,2,2012,United,LAS,DEN,0,-4,0,0,0,0,81
21,4,2012,United,ORD,DEN,2,3,0,1,0,0,122
2,5,2012,United,ORD,DFW,0,-9,0,0,1,0,122
4,5,2012,United,ORD,LAX,17,1,0,0,0,0,208
22,5,2012,United,ORD,EWR,97,88,0,0,1,0,91
26,4,2012,United,LAX,SFO,0,-4,0,0,0,0,53
23,3,2012,United,ORD,SFO,0,-8,0,0,0,0,241
20,3,2012,United,SFO,LAX,0,1,0,0,0,0,50
29,2,2012,United,SFO,ORD,4,2,0,1,0,0,215
5,7,2012,United,LAX,DEN,9,7,0,0,0,0,104
7,1,2012,United,ORD,LAX,1,-11,0,0,0,0,234
22,3,2012,United,SFO,LAX,0,-15,0,0,0,0,57
15,12,2012,United,ORD,DEN,32,27,0,0,0,1,130
25,2,2012,United,ORD,DEN,0,0,0,1,0,0,115
31,5,2012,United,LAX,DEN,19,9,0,0,0,0,101
23,10,2012,United,ORD,MIA,16,15,0,0,1,1,146
24,3,2012,United,LAS,SFO,10,10,0,0,0,0,61
18,7,2012,United,LAX,DEN,0,-12,0,0,1,0,99
9,2,2012,United,LAX,SFO,76,122,0,0,0,0,105
21,12,2012,United,LAX,ORD,21,19,0,0,0,1,216
18,2,2012,United,ORD,LAX,,,1,0,0,0,
26,12,2012,United,LAX,SFO,-2,-19,0,0,0,1,52
6,11,2012,United,LAS,LAX,70,69,0,0,0,1,46
6,3,2012,United,LAS,SFO,46,48,0,1,0,0,66
3,7,2012,United,LAX,SFO,28,27,0,0,0,0,51
6,6,2012,United,ORD,BOS,0,45,0,1,0,0,164
15,5,2012,United,ORD,EWR,0,-16,0,0,0,0,91
4,1,2012,United,LAX,ORD,21,27,0,0,0,0,223
21,6,2012,United,LAX,ORD,5,4,0,0,1,0,215
14,6,2012,United,ORD,MCO,21,20,0,1,1,0,125
16,6,2012,United,SFO,JFK,37,40,0,0,0,0,283
11,8,2012,United,LAX,ORD,7,15,0,0,0,0,215
12,4,2012,United,ORD,EWR,4,3,0,0,1,0,93
24,3,2012,United,LAX,SFO,0,-16,0,0,0,0,52
11,5,2012,United,LAS,SFO,31,29,0,0,0,0,71
12,5,2012,United,SFO,LAX,1,8,0,0,0,0,55
23,2,2012,United,BOS,SFO,4,-16,0,0,1,0,351
28,1,2012,United,SFO,LAX,0,-13,0,0,0,0,51
13,4,2012,United,LAX,SFO,7,7,0,0,1,0,65
26,5,2012,United,LAS,LAX,7,7,0,0,0,0,44
2,6,2012,United,BOS,SFO,1,3,0,0,0,0,355
19,10,2012,United,ORD,SFO,-2,-18,0,0,1,1,234
14,7,2012,United,SFO,ORD,45,46,0,0,0,0,209
13,10,2012,United,SFO,LAS,9,3,0,0,0,1,65
12,5,2012,United,ORD,LAX,26,26,0,1,0,0,222
19,5,2012,United,LAX,JFK,,,1,0,1,0,
23,11,2012,United,JFK,SFO,-2,-28,0,0,0,1,341
23,10,2012,United,JFK,LAX,-2,-26,0,0,0,1,301
24,4,2012,United,LAX,SFO,0,-10,0,0,0,0,53
3,11,2012,United,SFO,BOS,2,-5,0,0,0,1,293
3,3,2012,United,LAX,SFO,,,1,0,0,0,
1,3,2012,United,ORD,EWR,8,10,0,0,1,0,113
4,12,2012,United,ORD,DEN,-2,-11,0,0,0,1,124
16,3,2012,United,SFO,EWR,0,10,0,0,0,0,295
18,9,2012,United,LAX,SFO,,,1,0,0,0,
16,6,2012,United,LAS,DEN,197,192,0,0,1,0,82
15,2,2012,United,ORD,SFO,0,16,0,0,1,0,269
16,6,2012,United,SFO,EWR,21,24,0,0,0,0,293
9,3,2012,United,LAS,LAX,26,12,0,1,1,0,43
8,2,2012,United,LAS,DEN,17,8,0,0,0,0,82
6,7,2012,United,ORD,MCO,0,-4,0,0,0,0,131
5,10,2012,United,LAX,ORD,-2,5,0,0,1,1,189
24,10,2012,United,EWR,LAX,8,-23,0,0,0,1,295
12,5,2012,United,BOS,LAX,0,38,0,0,0,0,362
28,8,2012,United,ORD,ATL,3,7,0,0,1,0,100
15,5,2012,United,LAS,DEN,0,-14,0,0,0,0,75
29,5,2012,United,BOS,DEN,1,-3,0,0,0,0,232
3,5,2012,United,ORD,LAS,8,4,0,0,0,0,181
18,2,2012,United,JFK,LAX,32,42,0,0,0,0,336
23,6,2012,United,LAX,LAS,0,1,0,0,0,0,44
11,10,2012,United,ORD,DFW,-2,-21,0,0,0,1,110
18,9,2012,United,ORD,SFO,17,2,0,0,0,0,228
13,3,2012,United,LAX,SFO,3,-2,0,0,0,0,59
30,3,2012,United,ORD,LAX,55,50,0,0,0,0,217
8,6,2012,United,SFO,LAS,113,103,0,1,0,0,66
24,8,2012,United,SFO,LAX,39,48,0,0,0,0,57
31,8,2012,United,SFO,JFK,0,25,0,0,0,0,298
2,6,2012,United,LAX,SFO,31,26,0,0,0,0,56
19,12,2012,United,ORD,SFO,47,24,0,0,0,1,242
16,2,2012,United,EWR,ORD,0,2,0,0,0,0,128
28,1,2012,United,ORD,SFO,0,-20,0,0,0,0,236
29,9,2012,United,SFO,BOS,0,-2,0,0,0,0,308
3,1,2012,United,LAS,SFO,10,7,0,0,0,0,66
7,1,2012,United,SFO,LAX,,,1,0,0,0,
8,9,2012,United,ORD,LAX,0,-17,0,0,0,0,229
19,6,2012,United,LAX,BOS,59,46,0,0,1,0,291
13,4,2012,United,ORD,MCO,0,-4,0,0,0,0,133
1,11,2012,United,LAX,EWR,,,1,0,0,1,
7,9,2012,United,ORD,LAX,0,-11,0,0,0,0,222
21,12,2012,United,LAX,DEN,0,-3,0,0,0,1,109
2,11,2012,United,ORD,SFO,48,36,0,0,0,1,235
15,11,2012,United,ORD,EWR,-2,-10,0,0,0,1,89
15,8,2012,United,LAX,JFK,0,26,0,0,0,0,282
29,12,2012,United,LAX,SFO,16,7,0,0,0,1,53
21,8,2012,United,LAX,DEN,2,16,0,0,1,0,122
20,9,2012,United,LAX,SFO,36,27,0,0,0,0,51
6,4,2012,United,SFO,LAX,0,2,0,0,0,0,64
6,12,2012,United,EWR,ORD,-2,5,0,0,0,1,120
18,8,2012,United,ORD,SFO,54,46,0,1,0,0,233
19,4,2012,United,LAX,DFW,0,-10,0,0,0,0,142
27,12,2012,United,LAS,SFO,-2,-13,0,0,0,1,72
8,2,2012,United,LAX,SFO,0,-8,0,0,0,0,54
17,7,2012,United,SFO,LAX,87,76,0,1,0,0,54
27,3,2012,United,LAX,MCO,0,-3,0,0,1,0,240
27,7,2012,United,ORD,EWR,3,27,0,0,1,0,96
4,4,2012,United,BOS,SFO,178,180,0,1,0,0,361
13,3,2012,United,JFK,SFO,0,-4,0,0,0,0,342
7,4,2012,United,SFO,LAS,0,-4,0,0,0,0,61
17,7,2012,United,LAS,DEN,3,58,0,0,1,0,97
25,9,2012,United,SFO,LAX,0,2,0,0,0,0,57
3,5,2012,United,LAX,BOS,3,5,0,0,1,0,298
26,7,2012,United,SFO,LAX,0,13,0,0,0,0,54
2,5,2012,United,LAX,SFO,74,81,0,0,1,0,63
5,1,2012,United,ORD,MCO,1,3,0,0,0,0,119
12,4,2012,United,SFO,LAX,7,6,0,0,0,0,59
3,1,2012,United,LAX,EWR,72,74,0,0,1,0,287
3,2,2012,United,SFO,LAS,0,-7,0,1,0,0,64
24,7,2012,United,LAX,ORD,10,30,0,0,0,0,229
24,10,2012,United,LAX,ORD,,,1,0,1,1,
21,2,2012,United,ORD,LAX,0,15,0,0,1,0,247
24,7,2012,United,LAX,DEN,,,1,0,0,0,
2,8,2012,United,LAX,LAS,12,5,0,0,0,0,45
6,6,2012,United,LAS,DEN,0,13,0,0,0,0,89
31,1,2012,United,SFO,LAS,24,23,0,1,0,0,63
1,8,2012,United,ORD,DEN,163,150,0,0,0,0,115
7,7,2012,United,EWR,ORD,6,25,0,0,0,0,113
12,6,2012,United,SFO,LAX,0,-1,0,0,0,0,55
22,12,2012,United,LAX,ORD,308,292,0,0,0,1,188
17,2,2012,United,LAX,EWR,0,-30,0,1,0,0,260
18,1,2012,United,LAX,ORD,0,-23,0,1,0,0,192
19,5,2012,United,ORD,DEN,15,9,0,1,0,0,114
2,6,2012,United,EWR,ORD,192,214,0,0,0,0,123
12,7,2012,United,LAX,DEN,47,43,0,0,1,0,116
7,12,2012,United,ORD,DEN,55,44,0,0,0,1,118
6,6,2012,United,BOS,SFO,6,-4,0,0,0,0,335
18,12,2012,United,LAX,ORD,2,-15,0,0,0,1,198
21,3,2012,United,LAX,EWR,0,3,0,0,0,0,287
7,3,2012,United,BOS,DEN,0,3,0,0,0,0,251
12,9,2012,United,LAX,SFO,6,-1,0,0,0,0,47
19,6,2012,United,BOS,SFO,33,57,0,1,0,0,356
28,12,2012,United,LAS,ORD,13,-4,0,0,0,1,172
5,6,2012,United,LAX,SFO,0,-4,0,0,0,0,51
29,2,2012,United,LAS,LAX,0,0,0,0,0,0,45
12,9,2012,United,SFO,DEN,0,-11,0,0,0,0,111
21,7,2012,United,LAX,EWR,10,-9,0,0,0,0,281
11,2,2012,United,BOS,ORD,0,6,0,0,0,0,140
